source,source_entry,date_day,date_month,date_year,actor_id,actor_first_name,actor_surname,wikidata_name,place_of_birth,position_held,occupation,sex_or_gender,country_of_citizenship,wikidata_uri,role,role_en,role_en_reconciled,status,status_en,phase
BRGA818,24061657F,24,6,1657,3245,Gillis,Van Tilborgh,Gillis van Tilborgh,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q187132,painter,painter,painter,leermeester,mentor,start
BRGA818,24061657G,24,6,1657,3514,Jan,Van den Broeck,"Jan, Van den Broeck",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,24061657G,24,6,1657,3202,Matthys,Van den Steen,"Matthys, Van den Steen",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,24061657H,24,6,1657,3516,Pierre,Viviee,"Pierre, Viviee",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061657H,24,6,1657,3153,Charles,Wautier,Charles Wautier,Mons,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q18508067,painter,painter,painter,leermeester,mentor,start
BRGA818,24061657I,24,6,1657,3518,Willem,Ruto,"Willem, Ruto",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061657I,24,6,1657,3519,Simon,Duchatel,"Simon, Duchatel",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061657J,24,6,1657,3521,Jan,Jacobs,Jean Jacobs,Brussels,,goldsmith,male,Southern Netherlands,,glazier,glazier,glazier,master,master,start
,,,,,,,,,,,metalworker,,,,,,member,,,
,,,,,,,,,,,handicrafter,,,,,,member,,,
,,,,,,,,,,,metalworker,,,,,,member,,,
,,,,,,,,,,,artist,,,,,,member,,,
,,,,,,,,,,,printmaker,,,,,,member,,,
,,,,,,,,,,,philanthropist,,,,,,member,,,
BRGA818,24061657K,24,6,1657,3118,Lanceloot,Volders,"Lanceloot, Volders",,,,,,,painter,painter,painter,master,master,start
BRGA818,24061657K,24,6,1657,3268,Peter [b],Van Gindertaelen,"Peter [b], Van Gindertaelen",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,24061657K,24,6,1657,3118,Lanceloot,Volders,"Lanceloot, Volders",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,24061657L,24,6,1657,3522,Gaspar,Van Eyck,Gaspar van Eyck,Antwerp,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q5526570,member,member,painter,master,master,start
BRGA818,24061657M,24,6,1657,3523,,Van Uffel,Van Uffel,,,,,,,member,member,member,master,master,start
BRGA818,24061657N,24,6,1657,3019,Jacob,De Peuter,"Jacob, De Peuter",,,,,,,member,member,member,master,master,start
BRGA818,24061657O,24,6,1657,3525,Francois,De Fosse,"Francois, De Fosse",,,,,,,member,member,member,master,master,start
BRGA818,24061657P,24,6,1657,3519,Simon,Duchatel,"Simon, Duchatel",,,,,,,member,member,member,cortosie,master,start
BRGA818,24061658A,24,6,1658,3526,Lenard,Uytenhoeven,"Lenard, Uytenhoeven",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061658A,24,6,1658,713,Gaspar,De Craeyer,Gaspar de Crayer,Antwerp,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q570172,painter,painter,painter,leermeester,mentor,start
BRGA818,24061658B,24,6,1658,3529,Jan,De Berge,"Jan, De Berge",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,24061658B,24,6,1658,2825,Steven,Stekeldoore,"Steven, Stekeldoore",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,24061658C,24,6,1658,3531,Robert,De Longe,Robert de Longe,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q933127,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061658C,24,6,1658,3019,Jacob,De Peuter,"Jacob, De Peuter",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061658D,24,6,1658,3533,Peter,Van Es,"Peter, Van Es",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061658D,24,6,1658,2866,Peter,Meerts,Peter Meert,,,artist,male,,https://www.wikidata.org/wiki/Q97583400,painter,painter,painter,leermeester,mentor,start
BRGA818,24061658E,24,6,1658,3535,Peter,Kerckhove,"Peter, Kerckhove",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061658E,24,6,1658,2979,Jan Baptist,Van Heil,Jan Baptist van Heil,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q1902864,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,tapestry designer,,,,,,member,,,
BRGA818,24061658F,24,6,1658,3537,Jan,Vinckx,"Jan, Vinckx",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061658F,24,6,1658,3245,Gillis,Van Tilborgh,Gillis van Tilborgh,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q187132,painter,painter,painter,leermeester,mentor,start
BRGA818,24061658G,24,6,1658,3539,Willem,Robyns,Willem Robyn,,,writer,male,,https://www.wikidata.org/wiki/Q125499956,painter,painter,painter,apprentice,apprentice,start
,,,,,,,,,,,poet,,,,,,member,,,
,,,,,,,,,,,playwright,,,,,,member,,,
BRGA818,24061658G,24,6,1658,2972,Peter,De Backer,Peter de Backer,,,carom billiards player,male,Belgium,https://www.wikidata.org/wiki/Q67131047,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,entrepreneur,,,,,,member,,,
,,,,,,,,,,,cue sports player,,,,,,member,,,
BRGA818,24061658H,24,6,1658,3541,Alexander,Van Hersen,"Alexander, Van Hersen",,,,,,,painter,painter,painter,meesterszoon,master's son,start
BRGA818,24061658I,24,6,1658,3033,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,painter,painter,painter,master,master,start
BRGA818,24061658J,24,6,1658,3545,David,Wauwermans,"David, Wauwermans",,,,,,,painter,painter,painter,master,master,start
BRGA818,24061659A,24,6,1659,5426,Peter,De Rauw,"Peter, De Rauw",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,24061659A,24,6,1659,3246,Joris,Ringheler,"Joris, Ringheler",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,24061659B,24,6,1659,3549,Jan Christoffel,Lotin,"Jan Christoffel, Lotin",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061659B,24,6,1659,513,Lucas,Achtschellinck,Lucas Achtschellinck,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q1873054,painter,painter,painter,leermeester,mentor,start
BRGA818,24061659C,24,6,1659,3550,Jacob Francois,Tacke,"Jacob Francois, Tacke",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061659C,24,6,1659,3107,Jan,Van Opstal,Maurice Roelants,Ghent,,poet,male,Belgium,https://www.wikidata.org/wiki/Q2623297,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,writer,,,,,,member,,,
,,,,,,,,,,,politician,,,,,,member,,,
,,,,,,,,,,,journalist,,,,,,member,,,
,,,,,,,,,,,translator,,,,,,member,,,
BRGA818,24061659D,24,6,1659,3747,Hendrick Engelbert,Leroues,"Hendrick Engelbert, Leroues",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061659D,24,6,1659,7228,Francois,Coppens,"Francois, Coppens",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061659E,24,6,1659,3749,Michiel,Fortuyn,"Michiel, Fortuyn",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061659E,24,6,1659,3277,Johannes,De Loes,"Johannes, De Loes",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061660A,24,6,1660,3755,Maximiliaen,Van Liewe,"Maximiliaen, Van Liewe",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660A,24,6,1660,7228,Francois,Coppens,"Francois, Coppens",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061660B,24,6,1660,3759,Nicolaes,Maes,Nicolaes Maes,Dordrecht,,painter,male,Dutch Republic,https://www.wikidata.org/wiki/Q505150,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,24061660B,24,6,1660,3179,Hendrick,Van Bronckhorst,Hendrick van Bronckhorst,,,,male,,https://www.wikidata.org/wiki/Q107305671,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,24061660C,24,6,1660,3762,Adriaen,Hernandus,"Adriaen, Hernandus",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660C,24,6,1660,3763,,Loosvelt,Loosvelt,,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061660D,24,6,1660,3764,Jan,Fraeyenborch,"Jan, Fraeyenborch",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660D,24,6,1660,3245,Gillis,Van Tilborgh,Gillis van Tilborgh,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q187132,painter,painter,painter,leermeester,mentor,start
BRGA818,24061660E,24,6,1660,3766,Gillis,Van Auwerkerck,"Gillis, Van Auwerkerck",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660E,24,6,1660,512,Daniel,Van Heil,Daniel van Heil,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q392090,painter,painter,painter,leermeester,mentor,start
BRGA818,24061660F,24,6,1660,3771,Michiel,Van Nerve,"Michiel, Van Nerve",,,,,,,painter,painter,painter,master,master,start
BRGA818,24061660F,24,6,1660,3771,Michiel,Van Nerve,"Michiel, Van Nerve",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660G,24,6,1660,3772,Jan Baptist,Deschamps,"Jan Baptist, Deschamps",,,,,,,painter,painter,painter,master,master,start
BRGA818,24061660H,24,6,1660,3510,Jan,Raes,Jan Raes II,,,tapestry weaver,male,Southern Netherlands,,goudslager,gold beater,gold beater,master,master,start
BRGA818,24061660I,24,6,1660,3227,Ignatius,Van der Stock,Ignatius van der Stock,City of Brussels,,painter,male,,https://www.wikidata.org/wiki/Q3792283,painter,painter,painter,master,master,start
,,,,,,,,,,,engraver,,,,,,member,,,
,,,,,,,,,,,etcher,,,,,,member,,,
,,,,,,,,,,,copper engraver,,,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,24061660J,24,6,1660,3777,Francois,Vogelsanck,"Francois, Vogelsanck",,,,,,,painter,painter,painter,cortosie,master,start
BRGA818,24061660K,24,6,1660,3778,Peter,Eyckens,Peter Ykens,Antwerp,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q3384934,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660K,24,6,1660,2972,Peter,De Backer,Peter de Backer,,,carom billiards player,male,Belgium,https://www.wikidata.org/wiki/Q67131047,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,entrepreneur,,,,,,member,,,
,,,,,,,,,,,cue sports player,,,,,,member,,,
BRGA818,24061660L,24,6,1660,3780,Hendrick,Wavers,"Hendrick, Wavers",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24061660L,24,6,1660,3041,Carel Alexander,Van Geel,"Carel Alexander, Van Geel",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24061664,24,6,1664,3510,Jan,Raes,Jan Raes II,,,tapestry weaver,male,Southern Netherlands,,member,member,tapestry weaver,dean,dean,start
BRGA818,24061664,24,6,1664,3202,Matthys,Van den Steen,"Matthys, Van den Steen",,,,,,,member,member,member,dean,dean,start
BRGA818,24061664,24,6,1664,3245,Gillis,Van Tilborgh,Gillis van Tilborgh,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q187132,member,member,painter,dean,dean,start
BRGA818,24061666,24,6,1666,3140,Jan,Gillis,Jan Gillis,Arlon,Rector of Ghent University,chemist,male,Belgium,https://www.wikidata.org/wiki/Q41900446,member,member,member,dean,dean,start
,,,,,,,,,,,historian of science,,,,,,member,,,
,,,,,,,,,,,university teacher,,,,,,member,,,
BRGA818,24061666,24,6,1666,3252,Francois,Ysenbaut,"Francois, Ysenbaut",,,,,,,member,member,member,dean,dean,start
BRGA818,24061666,24,6,1666,5537,Melchior,Sallaert,"Melchior, Sallaert",,,,,,,member,member,member,dean,dean,start
BRGA818,24061692A,24,6,1692,5715,Adriaen,De Caron,"Adriaen, De Caron",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24061692A,24,6,1692,3033,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,member,member,painter,leermeester,mentor,start
BRGA818,24061692B,24,6,1692,5716,Michiel,Van Cutsem,"Michiel, Van Cutsem",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24061692B,24,6,1692,5607,Carolus,Van Baeckegom,"Carolus, Van Baeckegom",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24061692C,24,6,1692,5717,[NN],Van der Hopstadt,"[NN], Van der Hopstadt",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24061692C,24,6,1692,5358,Thomas,Pins,"Thomas, Pins",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24071631,24,7,1631,2851,Everard,Rurinckx,"Everard, Rurinckx",,,,,,,member,member,member,master,master,start
BRGA818,24071638,24,7,1638,5323,Mario,Tibauti,"Mario, Tibauti",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24071638,24,7,1638,2854,Philips,Van der Elst,"Philips, Van der Elst",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24071692,24,7,1692,5701,D[…],Du Paron,"D[…], Du Paron",,,,,,,vergulder,gilder,gilder,apprentice,apprentice,start
BRGA818,24071692,24,7,1692,3033,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,vergulder,gilder,gilder,leermeester,mentor,start
BRGA818,24081631A,24,8,1631,2912,Nicolaes,Letaer,"Nicolaes, Letaer",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24081631A,24,8,1631,2818,Peter,Busset,"Peter, Busset",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24081631B,24,8,1631,6127,Hieronymus,Vleughaert,"Hieronymus, Vleughaert",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24081631B,24,8,1631,6129,Willem,De Moy,"Willem, De Moy",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24081678,24,8,1678,5377,,Du Bael,Du Bael,,,,,,,painter,painter,painter,master,master,start
BRGA818,24091612,24,9,1612,6839,Philips,Crispiel,"Philips, Crispiel",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24091612,24,9,1612,6840,Michiel,Crispiel,"Michiel, Crispiel",,,,,,,member,member,member,master,master,
BRGA818,24091612,24,9,1612,6309,Francois,Floris,Frans Floris I,Antwerp,,painter,male,Habsburg Netherlands,,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,24091637,24,9,1637,5864,Gillis,Godtsvriendt,"Gillis, Godtsvriendt",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24091637,24,9,1637,2935,Jacob,Godsvriendt,"Jacob, Godsvriendt",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24101616,24,10,1616,6774,Jacques,Vermegho,"Jacques, Vermegho",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24101616,24,10,1616,713,Gaspar,De Craeyer,Gaspar de Crayer,Antwerp,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q570172,painter,painter,painter,leermeester,mentor,start
BRGA818,24101619,24,10,1619,6620,Francois,Cappelle,"Francois, Cappelle",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,24101619,24,10,1619,2821,David,Noveliers,"David, Noveliers",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,24101636,24,10,1636,5919,Hendrick,De Bontridder,"Hendrick, De Bontridder",,,,,,,member,member,member,master,master,start
BRGA818,24101670,24,10,1670,5346,Judocus,Lamberto,"Judocus, Lamberto",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24101670,24,10,1670,3277,Johannes,De Loes,"Johannes, De Loes",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24111623A,24,11,1623,6517,Gelaude,Sollay,"Gelaude, Sollay",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24111623A,24,11,1623,6084,Peter,Coppens,"Peter, Coppens",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,24111623B,24,11,1623,6519,Herman,Van den Berghen,"Herman, Van den Berghen",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,24111623B,24,11,1623,6062,Lanceloot,Lefebure,Lanceloot Lefebure,Mechelen,,painter,male,,https://www.wikidata.org/wiki/Q27506750,painter,painter,painter,leermeester,mentor,start
BRGA818,25011614,25,1,1614,6636,Brixius,Van der Elst,"Brixius, Van der Elst",,,,,,,painter,painter,painter,master,master,start
BRGA818,25011614,25,1,1614,6636,Brixius,Van der Elst,"Brixius, Van der Elst",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,25011614,25,1,1614,6637,Jan,Collaert,"Jan, Collaert",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,25011652,25,1,1652,3168,Gillis,Donckerwolck,"Gillis, Donckerwolck",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25011652,25,1,1652,2866,Peter,Meerts,Peter Meert,,,artist,male,,https://www.wikidata.org/wiki/Q97583400,member,member,member,leermeester,mentor,start
BRGA818,25031643,25,3,1643,2945,Daniel,Van Schoor,"Daniel, Van Schoor",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,25031643,25,3,1643,2946,Jacob,Van Schoor,"Jacob, Van Schoor",,,,,,,member,member,member,master,master,
BRGA818,25041615A,25,4,1615,6849,Jan,Van Obberghen,"Jan, Van Obberghen",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25041615A,25,4,1615,6009,Hans,Van Overstraeten,"Hans, Van Overstraeten",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,25041615B,25,4,1615,6553,Coryn,Steck,"Coryn, Steck",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25041615B,25,4,1615,6104,Jan Baptist,Grondone,"Jan Baptist, Grondone",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,25041629,25,4,1629,6270,Hendrick,Van den Steen,"Hendrick, Van den Steen",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,25041629,25,4,1629,6087,Jacques,Roddaert,"Jacques, Roddaert",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,25041630,25,4,1630,6228,Adriaen,Mennens,"Adriaen, Mennens",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,25041630,25,4,1630,6227,Jan,Mennens,"Jan, Mennens",,,,,,,member,member,member,master,master,
BRGA818,25051611,25,5,1611,6582,Willem,Maheu,"Willem, Maheu",,,,,,,member,member,member,master,master,start
BRGA818,25051611,25,5,1611,6702,Peter,Roelemans,"Peter, Roelemans",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,25051611,25,5,1611,6582,Willem,Maheu,"Willem, Maheu",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,25051614,25,5,1614,2786,Engel,Van den Bosch,"Engel, Van den Bosch",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,25051614,25,5,1614,3150,Carel,Van den Steen,"Carel, Van den Steen",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,25051628,25,5,1628,6328,Bernard,Van Rampelbergh,"Bernard, Van Rampelbergh",,,,,,,member,member,member,master,master,start
BRGA818,25051628,25,5,1628,6328,Bernard,Van Rampelbergh,"Bernard, Van Rampelbergh",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,25051628,25,5,1628,6021,Michiel,De Haese,"Michiel, De Haese",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,25051640,25,5,1640,2852,Nicolaes,Schinckels,"Nicolaes, Schinckels",,,,,,,member,member,member,master,master,start
BRGA818,25051640,25,5,1640,2854,Philips,Van der Elst,"Philips, Van der Elst",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,25051683,25,5,1683,5577,Peter,Formauille,"Peter, Formauille",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,25051683,25,5,1683,2845,Jan,Ringheler,"Jan, Ringheler",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,25061626,25,6,1626,6398,Jan,Letart,"Jan, Letart",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25061626,25,6,1626,6606,Theodoor,Sony,"Theodoor, Sony",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,25061663,25,6,1663,5603,Jan Baptist,De Primont,"Jan Baptist, De Primont",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,25061663,25,6,1663,5380,Michiel,Van Bronckhorst,"Michiel, Van Bronckhorst",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,25061682A,25,6,1682,5553,Matthys,Schoevaert,Mathys Schoevaerdts,City of Brussels,,painter,male,Habsburg Netherlands,,painter,painter,painter,apprentice,apprentice,start
,,,,,,,,,,,graphic artist,,,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,25061682A,25,6,1682,5549,Adriaen Francois,Baudewyns,Adriaen Frans Boudewyns,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q2644710,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,printmaker,,,,,,member,,,
BRGA818,25061682B,25,6,1682,5556,Antoon,Van Dormael,"Antoon, Van Dormael",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25061682B,25,6,1682,3033,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,member,member,painter,leermeester,mentor,start
BRGA818,25071605,25,7,1605,6175,Nicolaes,Marius,"Nicolaes, Marius",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25071605,25,7,1605,5925,Antoon,Van der Meren,"Antoon, Van der Meren",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,25071649,25,7,1649,3112,Jan,Van den Steen,"Jan, Van den Steen",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25071649,25,7,1649,490,Antoon,Sallaert,Antoon Sallaert,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q2339877,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,tapestry designer,,,,,,member,,,
,,,,,,,,,,,drawer,,,,,,member,,,
,,,,,,,,,,,engraver,,,,,,member,,,
BRGA818,25081602,25,8,1602,6042,Hendrick,De Vries,"Hendrick, De Vries",,,,,,,member,member,member,master,master,start
BRGA818,25081607,25,8,1607,6335,Bartholomeus,Tonmye,"Bartholomeus, Tonmye",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,25081607,25,8,1607,6192,Raphael,Coxie,Raphael Coxie,Mechelen,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q15428865,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,artist,,,,,,member,,,
BRGA818,25081625,25,8,1625,6452,Robert,Drioul,"Robert, Drioul",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,25081625,25,8,1625,6089,Servaes,Coels,"Servaes, Coels",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,25081666,25,8,1666,2979,Jan Baptist,Van Heil,Jan Baptist van Heil,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q1902864,painter,painter,painter,leermeester,mentor,start
,,,,,,,,,,,tapestry designer,,,,,,member,,,
BRGA818,25081666,25,8,1666,5558,Gabriel,De Banst,"Gabriel, De Banst",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,25091629,25,9,1629,6241,Jan,Aerts,"Jan, Aerts",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,25091629,25,9,1629,6473,Jacques,Van Worms,"Jacques, Van Worms",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,25101601,25,10,1601,6018,Hans,Van den Broeck,Hans Van den Broeck,,,dancer,male,Belgium,https://www.wikidata.org/wiki/Q44710791,member,member,member,apprentice,apprentice,start
,,,,,,,,,,,choreographer,,,,,,member,,,
,,,,,,,,,,,video artist,,,,,,member,,,
,,,,,,,,,,,performing artist,,,,,,member,,,
,,,,,,,,,,,theatrical director,,,,,,member,,,
,,,,,,,,,,,scenographer,,,,,,member,,,
,,,,,,,,,,,creator,,,,,,member,,,
,,,,,,,,,,,videographer,,,,,,member,,,
,,,,,,,,,,,composer,,,,,,member,,,
,,,,,,,,,,,director,,,,,,member,,,
BRGA818,25101601,25,10,1601,6039,Jacques,De Fayter,"Jacques, De Fayter",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,25101640,25,10,1640,2910,Arnold,Morveau,"Arnold, Morveau",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,25101640,25,10,1640,2912,Nicolaes,Letaer,"Nicolaes, Letaer",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,26011621,26,1,1621,6594,Jan,Tyo,"Jan, Tyo",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,26011621,26,1,1621,6084,Peter,Coppens,"Peter, Coppens",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,26021618,26,2,1618,5938,Nicolaes,Van Zeunen,"Nicolaes, Van Zeunen",,,,,,,member,member,member,master,master,start
BRGA818,26021668,26,2,1668,3201,Philips,Reyniers,"Philips, Reyniers",,,,,,,glazier,glazier,glazier,master,master,start
BRGA818,26021694,26,2,1694,5730,Matthys,Rombouts,"Matthys, Rombouts",,,,,,,painter,painter,painter,master,master,start
BRGA818,26031613A,26,3,1613,6772,Louis,Van Grimberghen,"Louis, Van Grimberghen",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,26031613A,26,3,1613,5979,Hans,Mennens,"Hans, Mennens",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,26031613B,26,3,1613,6867,Matthys,Halfhuys,"Matthys, Halfhuys",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,26031613B,26,3,1613,6021,Michiel,De Haese,"Michiel, De Haese",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,26031613C,26,3,1613,6869,Christoffel,Reyniers,"Christoffel, Reyniers",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,26031613C,26,3,1613,5979,Hans,Mennens,"Hans, Mennens",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,26031619,26,3,1619,6653,Gillis,Nieuwlandt,"Gillis, Nieuwlandt",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,26031619,26,3,1619,6575,Michiel,Van Werckhoven,"Michiel, Van Werckhoven",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,26031654,26,3,1654,3245,Gillis,Van Tilborgh,Gillis van Tilborgh,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q187132,painter,painter,painter,master,master,start
BRGA818,26031680,26,3,1680,5345,Sebastiaen,Mottemont,"Sebastiaen, Mottemont",,,,,,,painter,painter,painter,recognitie,master,start
BRGA818,26041604,26,4,1604,6119,Denys,Durbry,"Denys, Durbry",,,,,,,painter,painter,painter,apprentice,apprentice,start
